step,context0,context1,context2
50,0.9332748,0.69516134,0.42448002
51,0.17455466,0.091519214,0.21977115
52,0.24067372,0.42017138,0.2919279
53,0.7238992,0.5065,0.56336796
54,0.041838143,0.67335063,0.36065507
55,0.35630515,0.7598532,0.6368664
56,0.054920036,0.80597204,0.59498143
57,0.2540865,0.73848397,0.18765552
58,0.9488733,0.9321333,0.7696633
59,0.5159662,0.9192052,0.40626213
60,0.681714,0.102764145,0.25396875
61,0.89234096,0.6301022,0.73982656
62,0.8932546,0.802368,0.73991054
63,0.5699661,0.81407773,0.6551594
64,0.69123226,0.028877672,0.39121392
65,0.31889594,0.35223687,0.090741254
66,0.29859412,0.18919648,0.6871867
67,0.40365472,0.7708432,0.021236038
68,0.91187793,0.77667475,0.285108
69,0.18650481,0.009019511,0.12463272
70,0.0029873897,0.4998295,0.93120015
71,0.91436446,0.009702386,0.13232277
72,0.30710745,0.94063574,0.10328796
73,0.075754285,0.12984964,0.9797613
74,0.50292885,0.7381357,0.5318611
75,0.95275927,0.3943955,0.78896534
76,0.20913352,0.33052233,0.7312144
77,0.24764557,0.18344644,0.9256004
78,0.525394,0.55091053,0.23938723
79,0.41563675,0.2835335,0.17811528
80,0.19858928,0.09363539,0.15272918
81,0.9455462,0.34952673,0.7708023
82,0.0016159951,0.61276877,0.011162562
83,0.38063362,0.69909734,0.49338612
84,0.6152345,0.9681407,0.73449993
85,0.3295181,0.81135917,0.21904299
86,0.70511484,0.313462,0.511345
87,0.86411434,0.40557095,0.10633953
88,0.3790408,0.10983462,0.32113826
89,0.7942,0.801449,0.16672577
90,0.0945368,0.27453482,0.24722165
91,0.4633986,0.38989192,0.9542725
92,0.5647603,0.21388485,0.466427
93,0.2938488,0.12179756,0.5886384
94,0.15932643,0.0013763463,0.93884456
95,0.7061754,0.89720577,0.8545739
96,0.5427365,0.8510306,0.1392632
97,0.13594061,0.38083798,0.18613243
98,0.14783311,0.73573184,0.5559081
99,0.8278277,0.892744,0.75189185
100,0.60651547,0.15768926,0.74015135
101,0.5111975,0.96918523,0.28435957
102,0.27932924,0.07619723,0.74446756
103,0.8235463,0.42948687,0.78276116
104,0.33814242,0.023577271,0.31849036
105,0.06671011,0.51653165,0.3796871
106,0.7214044,0.96979177,0.97900593
107,0.44052452,0.91281533,0.93306565
108,0.6014544,0.3756756,0.17338032
109,0.8304441,0.24103372,0.9485185
110,0.45231616,0.39336953,0.7930078
111,0.01578598,0.9963814,0.41382262
112,0.79335755,0.18657587,0.8210254
113,0.94831264,0.27476662,0.7201057
114,0.035304405,0.9764099,0.98248273
115,0.22746463,0.6290807,0.37158397
116,0.7910279,0.4317154,0.5505048
117,0.633916,0.9246743,0.012390434
118,0.5971384,0.9387116,0.5184957
119,0.100844875,0.4928812,0.9021737
120,0.16164969,0.17299452,0.9714043
121,0.4591861,0.6820988,0.21748713
122,0.73312896,0.393792,0.6089105
123,0.4947408,0.28698474,0.070678495
124,0.08181761,0.55396545,0.94032705
125,0.71967226,0.53653216,0.24674048
126,0.74083376,0.56774306,0.997626
127,0.67727345,0.3080181,0.6026275
128,0.46826434,0.87280226,0.5537351
129,0.5499512,0.96194714,0.9015474
130,0.13541912,0.5579463,0.062284134
131,0.9740108,0.49592045,0.9222644
132,0.09004355,0.4362531,0.9178534
133,0.4831068,0.9157256,0.8097698
134,0.250269,0.01337781,0.48359352
135,0.515761,0.0916569,0.35334963
136,0.3281446,0.36326435,0.49627632
137,0.23013633,0.05518304,0.10810376
138,0.10823126,0.6742999,0.25670308
139,0.8597506,0.5270741,0.38855773
140,0.1519377,0.6939892,0.269522
141,0.8054046,0.92438716,0.050090257
142,0.44591883,0.19632944,0.15102485
143,0.25345746,0.07129476,0.4913157
144,0.16293466,0.6788462,0.15218383
145,0.9614471,0.20062423,0.37204626
146,0.12735198,0.61788607,0.30714872
147,0.871581,0.6966622,0.044098563
148,0.0708937,0.2536699,0.94280326
149,0.91313607,0.7915744,0.9606173
150,0.37983865,0.51543397,0.30483815
151,0.63770705,0.83437806,0.29856688
152,0.01883477,0.2075421,0.71355724
153,0.81782776,0.11866183,0.821015
154,0.26474428,0.95907974,0.15079826
155,0.15069003,0.42890415,0.00852794
156,0.30227724,0.86985797,0.98810416
157,0.44696093,0.35463575,0.8037651
158,0.028221637,0.6903154,0.36736667
159,0.9607782,0.33252934,0.9882858
160,0.6808637,0.43576854,0.62745696
161,0.476413,0.018435271,0.2192454
162,0.7054831,0.12701742,0.11599576
163,0.7660972,0.2158638,0.932429
164,0.31538466,0.9458064,0.06494252
165,0.00011581262,0.5607476,0.66683483
166,0.12772913,0.09453029,0.071025304
167,0.12774347,0.9277706,0.73438305
168,0.580764,0.2637574,0.72556776
169,0.3154981,0.98175484,0.9392467
170,0.98211694,0.4754113,0.70874965
171,0.60106635,0.53826845,0.16646218
172,0.23966423,0.9332584,0.10439752
173,0.30389434,0.6182683,0.13263302
174,0.41017082,0.06484239,0.9375809
175,0.71763206,0.34162155,0.21066
176,0.636404,0.45089847,0.91422486
177,0.86897314,0.6373681,0.96910477
178,0.4166551,0.8580826,0.5410804
179,0.25776306,0.65538794,0.8224199
180,0.8102044,0.72743785,0.63099986
181,0.56643337,0.97640884,0.28249246
182,0.31674227,0.10913889,0.90553164
183,0.66754204,0.48662588,0.7537396
184,0.61418945,0.5732597,0.6754595
185,0.79244095,0.921311,0.8827661
186,0.79595506,0.5675859,0.3969758
187,0.13379256,0.56351525,0.88813066
188,0.60198385,0.93480307,0.79241765
189,0.46553203,0.7854959,0.82190853
190,0.1315707,0.07192713,0.012671964
191,0.2302866,0.997815,0.25553498
192,0.7641617,0.754516,0.74688494
193,0.3789442,0.27134347,0.92894465
194,0.46170574,0.21449374,0.034132432
195,0.93874466,0.48487175,0.42152575
196,0.7201491,0.21668087,0.61171335
197,0.5317811,0.81862277,0.095787995
198,0.112960525,0.81470674,0.54506123
199,0.9616022,0.3870992,0.15184969
200,0.028921088,0.97107375,0.9531389
201,0.2027282,0.47516635,0.3897251
202,0.91358775,0.2664098,0.75819296
203,0.525611,0.78312194,0.72580564
204,0.4847658,0.9183652,0.27130973
205,0.6227334,0.73926246,0.81539416
206,0.323777,0.27366832,0.21211997
207,0.28752497,0.888274,0.12955569
208,0.15849315,0.6331797,0.9182247
209,0.49970156,0.6808402,0.651103
210,0.38228178,0.054176513,0.945157
211,0.36023554,0.6964639,0.4448821
212,0.847777,0.7299805,0.6338959
213,0.9711678,0.77006537,0.7046607
214,0.28814188,0.885692,0.5532944
215,0.47740376,0.62900656,0.20868853
216,0.507661,0.17402373,0.9812179
217,0.8167221,0.60181797,0.24419703
218,0.43388325,0.42511743,0.6499364
219,0.069364466,0.87658453,0.08933175
220,0.061085112,0.64374495,0.26029086
221,0.40631524,0.54568046,0.94051623
222,0.5752581,0.715536,0.27344596
223,0.73116606,0.47755715,0.30862743
224,0.94474906,0.071330085,0.93880224
225,0.7214577,0.95656943,0.5215289
226,0.17199837,0.29854208,0.50080466
227,0.8547998,0.46384418,0.77138156
228,0.32906368,0.96165895,0.34513372
229,0.84749126,0.64914215,0.7132872
230,0.64037985,0.68966866,0.7545228
231,0.550438,0.18565893,0.7258471
232,0.57868797,0.28788522,0.71972114
233,0.5890236,0.4971503,0.41209117
234,0.7372246,0.47660255,0.31398776
235,0.6116565,0.22760002,0.9686347
236,0.7029517,0.8184978,0.68491477
237,0.75119054,0.6151194,0.38322544
238,0.6676823,0.06416371,0.6343329
239,0.29478505,0.22784324,0.8273838
240,0.8572754,0.7502806,0.8428233
241,0.97665864,0.36784813,0.97319454
242,0.8565971,0.9218363,0.16766138
243,0.13795805,0.23364782,0.45467454
244,0.34429994,0.48190594,0.07420983
245,0.18118832,0.41271242,0.82694775
246,0.54503745,0.49671525,0.4665916
247,0.0035663992,0.86896944,0.35200614
248,0.71594185,0.23153552,0.73072594
249,0.66780907,0.48883656,0.65547085
250,0.59186107,0.9101602,0.91764665
251,0.58189446,0.9102329,0.911125
252,0.51915795,0.8455353,0.7194947
253,0.00852691,0.8624176,0.66250896
254,0.986758,0.9587003,0.6654169
255,0.28902113,0.5933464,0.045070738
256,0.2656905,0.6184714,0.9325337
257,0.26441842,0.8864117,0.048889
258,0.96426904,0.349012,0.887624
259,0.93396336,0.37780312,0.28193462
260,0.36167055,0.5162649,0.8922834
261,0.6351311,0.47396052,0.59236795
262,0.02407439,0.68738407,0.7313739
263,0.58015394,0.38125196,0.59884185
264,0.5504495,0.7591365,0.13921739
265,0.25838804,0.87812227,0.20526646
266,0.0011974126,0.3322823,0.97931015
267,0.103649735,0.6419587,0.8939846
268,0.4138105,0.79095227,0.65929663
269,0.44764826,0.1655749,0.8078685
270,0.05982103,0.77135247,0.53373945
271,0.012991252,0.552369,0.44926068
272,0.38964355,0.22475794,0.3356295
273,0.040803596,0.38568854,0.63835573
274,0.35889044,0.28229684,0.14475624
275,0.37561408,0.5701603,0.87821126
276,0.2864504,0.6074187,0.31055042
277,0.85596174,0.5801799,0.21407782
278,0.8876604,0.010735146,0.70558673
279,0.6805664,0.8421194,0.40810758
280,0.13177705,0.13182558,0.116654076
281,0.22819668,0.54981625,0.009952226
282,0.17645337,0.14666875,0.8521487
283,0.5893172,0.9704881,0.53828126
284,0.47745967,0.10227732,0.62355125
285,0.27904683,0.40494674,0.70833695
286,0.95125514,0.8676248,0.55791676
287,0.38421574,0.08668115,0.8136601
288,0.06662803,0.2670837,0.98124987
289,0.36179006,0.268257,0.45612484
290,0.44651768,0.625427,0.6768142
291,0.319768,0.89765835,0.26630703
292,0.58283716,0.5717641,0.5195032
293,0.5907286,0.42700905,0.53779525
294,0.723853,0.4850223,0.8276612
295,0.6737022,0.37328044,0.33333626
296,0.6300024,0.76865304,0.2828956
297,0.13176027,0.6221088,0.8794878
298,0.037596393,0.67781466,0.078354664
299,0.3730642,0.51986474,0.17985588
300,0.8100879,0.143903,0.26102352
301,0.37531957,0.93841773,0.31352222
302,0.5417943,0.90609807,0.22612208
303,0.39906946,0.7914188,0.57315755
304,0.094788305,0.9429853,0.58179736
305,0.49759147,0.4199998,0.1138377
306,0.32349738,0.8620037,0.54905254
307,0.15496324,0.16061476,0.13220648
308,0.19048052,0.010716395,0.10309152
309,0.9101024,0.989982,0.72620535
310,0.19187067,0.15155658,0.18709242
311,0.8880458,0.7494101,0.83562523
312,0.7719077,0.3183779,0.8958011
313,0.8892753,0.60552204,0.564643
314,0.2082232,0.98366237,0.21081729
315,0.3370417,0.7989482,0.50020903
316,0.37903157,0.34650877,0.30446473
317,0.16435444,0.1606609,0.44362542
318,0.44231555,0.2101368,0.75858235
319,0.0861036,0.025587892,0.044195145
320,0.7370612,0.56349075,0.18018375
321,0.58028865,0.2993065,0.060469575
322,0.32217184,0.39102697,0.16202013
323,0.21041274,0.75651276,0.8968134
324,0.8366076,0.81568724,0.27793393
325,0.46844724,0.58853704,0.6919565
326,0.34052646,0.28691623,0.007364975
327,0.8042805,0.4607917,0.6701351
328,0.6582476,0.4811613,0.8476547
329,0.65618277,0.5768914,0.91151184
330,0.747326,0.9741246,0.92220813
331,0.25284183,0.40389532,0.24684532
332,0.55610096,0.4965854,0.17130655
333,0.98675764,0.30996317,0.5412638
334,0.7298425,0.19469887,0.5931357
335,0.35021952,0.16096844,0.28267783
336,0.010853248,0.8325584,0.15678951
337,0.807703,0.79453033,0.29425845
338,0.14065067,0.96792024,0.08358227
339,0.54736155,0.7156775,0.85880864
340,0.51605004,0.55431014,0.555025
341,0.9386916,0.121497974,0.4627221
342,0.62147254,0.8444489,0.3733211
343,0.68685937,0.37633863,0.2305322
344,0.7930588,0.19412638,0.5095044
345,0.16729634,0.9838172,0.4906564
346,0.58889985,0.12915015,0.19196379
347,0.14908233,0.4812404,0.7627546
348,0.91368496,0.9753218,0.09512031
349,0.8272331,0.9769569,0.24123178
350,0.2646575,0.17425233,0.5143501
351,0.9682801,0.09812398,0.24999788
352,0.6487319,0.326092,0.4814482
353,0.030612584,0.41386747,0.1097392
354,0.04386817,0.1815611,0.43059897
355,0.6030267,0.7505406,0.2048861
356,0.75518525,0.7845308,0.20512229
357,0.2817642,0.79113495,0.108352244
358,0.75058836,0.9145405,0.040243607
359,0.61949295,0.7426335,0.8272155
360,0.047973696,0.15666953,0.56347734
361,0.3273664,0.25947273,0.37645563
362,0.035721023,0.19428326,0.8302109
363,0.8890818,0.90408236,0.87462777
364,0.53127927,0.71229744,0.2276032
365,0.23177877,0.8146264,0.8376671
366,0.73534566,0.5628904,0.8444651
367,0.1262702,0.78567713,0.97214556
368,0.27245158,0.29429272,0.9029909
369,0.49892855,0.47574028,0.66708803
370,0.89881426,0.46851146,0.4435087
371,0.03098375,0.528801,0.045278136
372,0.17889142,0.62298286,0.1464415
373,0.5150098,0.6694358,0.9521357
374,0.80527467,0.6952941,0.0029421332
375,0.752177,0.7344484,0.57232374
376,0.8233775,0.14264649,0.8553342
377,0.39244837,0.076588064,0.9512827
378,0.9695418,0.3243217,0.19239852
379,0.98405033,0.37134472,0.5023258
380,0.26975906,0.36360374,0.9372621
381,0.56668174,0.16554949,0.74796283
382,0.77378225,0.7079908,0.72081643
383,0.9459538,0.67889,0.039851785
384,0.21522592,0.76069397,0.20700324
385,0.6280971,0.78427964,0.13069557
386,0.48430467,0.022347707,0.59366953
387,0.49254093,0.3678999,0.83726895
388,0.83968025,0.45344728,0.72317404
389,0.21221082,0.2978253,0.6785729
390,0.85577023,0.8323286,0.422424
391,0.11816656,0.20504375,0.26368445
392,0.83056074,0.12969153,0.73140985
393,0.1684773,0.6573311,0.26757228
394,0.48771602,0.941512,0.38361612
395,0.8916695,0.9641689,0.62334305
396,0.6092732,0.2737368,0.38226464
397,0.4965082,0.74085355,0.48191285
398,0.2592617,0.5044368,0.31844655
399,0.1683434,0.42043552,0.61815417
400,0.68303996,0.2382121,0.4334024
401,0.70742154,0.045690477,0.739768
402,0.6314713,0.6689626,0.9709192
403,0.83839744,0.12119605,0.22991163
404,0.46341917,0.971264,0.27961147
405,0.4790387,0.20711984,0.05221453
406,0.8459586,0.6876611,0.45522493
407,0.6428152,0.67056763,0.5339758
408,0.24153791,0.2942261,0.6768361
409,0.5889368,0.746,0.1189664
410,0.9836967,0.8305884,0.03972743
411,0.4610974,0.66836244,0.523532
412,0.36799368,0.69880426,0.3358916
413,0.6663475,0.883561,0.06617859
414,0.09230757,0.5515898,0.9032609
415,0.5632341,0.57255244,0.71426016
416,0.32737097,0.53346044,0.17088644
417,0.23839949,0.3990949,0.93913525
418,0.010161287,0.7586014,0.51003224
419,0.5138676,0.074980296,0.9222517
420,0.50470084,0.65845764,0.33654955
421,0.0041545066,0.4888261,0.8367562
422,0.6096294,0.34866786,0.54870623
423,0.8746213,0.4615797,0.5956309
424,0.8369316,0.95984906,0.25428802
425,0.68553334,0.3900293,0.55415535
426,0.7391722,0.18907507,0.099284485
427,0.374048,0.36158842,0.69809383
428,0.044940334,0.20268531,0.730336
429,0.15163912,0.28727666,0.46113005
430,0.73476434,0.7051093,0.17421202
431,0.6537926,0.21048477,0.09857637
432,0.26198208,0.2698853,0.40282798
433,0.06832001,0.06348723,0.24160153
434,0.17910592,0.091338284,0.5351155
435,0.4875698,0.63481385,0.37565446
436,0.03418296,0.59179515,0.22605498
437,0.501008,0.47948226,0.4137789
438,0.13482212,0.4079856,0.7851377
439,0.98427504,0.3155982,0.7633867
440,0.1292148,0.0714099,0.9846672
441,0.0473,0.05698689,0.84409547
442,0.6430563,0.23083754,0.826142
443,0.8913592,0.22933418,0.80326504
444,0.20964818,0.29922187,0.14286517
445,0.8796603,0.3590484,0.009727937
446,0.24727938,0.55101603,0.33023807
447,0.37106696,0.2386993,0.965227
448,0.46737197,0.5213233,0.086509
449,0.25442046,0.79591995,0.30806282
450,0.49803486,0.90344876,0.8360832
451,0.17058313,0.085927606,0.7871613
452,0.48444474,0.29831225,0.2837718
453,0.3764347,0.13288482,0.113586664
454,0.33909494,0.39529246,0.33973792
455,0.77800417,0.20240423,0.6568212
456,0.44483793,0.3114661,0.4343044
457,0.067833774,0.24302907,0.091095455
458,0.41226527,0.7510461,0.03435357
459,0.9786876,0.054142088,0.17660128
460,0.20259841,0.30045164,0.5869993
461,0.94886374,0.75153154,0.9828971
462,0.22408089,0.45222875,0.5608721
463,0.04071904,0.4348753,0.9784144
464,0.12809327,0.24903262,0.6105238
465,0.7391008,0.66363305,0.54556495
466,0.97597337,0.1465749,0.69639826
467,0.5393915,0.62726766,0.42201617
468,0.78268695,0.8736678,0.6018435
469,0.101899065,0.41529968,0.021377949
470,0.79891527,0.22359423,0.56270534
471,0.2531568,0.5288097,0.6114319
472,0.17369796,0.26594558,0.54278284
473,0.90434617,0.19389951,0.7066499
474,0.88962555,0.56975627,0.9664451
475,0.28288135,0.12372519,0.624161
476,0.22334148,0.2786812,0.5854225
477,0.92730856,0.37740317,0.72327983
478,0.6945448,0.6432855,0.44568768
479,0.6250418,0.034910418,0.40777138
480,0.38709208,0.27854073,0.081536755
481,0.03600543,0.0067876144,0.65845084
482,0.2786035,0.69236207,0.5552416
483,0.6477333,0.68939215,0.6600734
484,0.7481481,0.8481654,0.07371486
485,0.23869565,0.59726053,0.5727226
486,0.52116317,0.94852036,0.3539112
487,0.5392749,0.04299973,0.56821257
488,0.9297409,0.36120564,0.73385125
489,0.80120975,0.11887584,0.8214803
490,0.73912144,0.06986087,0.76129746
491,0.040260952,0.2957986,0.27033496
492,0.19520587,0.18788908,0.909472
493,0.888931,0.6416394,0.31237617
494,0.91414165,0.41078404,0.87330115
495,0.65171874,0.17422459,0.7513649
496,0.222747,0.3216652,0.557372
497,0.18104231,0.6606435,0.8500802
498,0.1770772,0.23770143,0.68686444
499,0.8763221,0.6701546,0.34763142
500,0.97143584,0.6422531,0.420942
501,0.34833956,0.40749642,0.49197775
502,0.9540015,0.8459467,0.7641225
503,0.04234296,0.1479008,0.14122829
504,0.64603037,0.50102615,0.8975732
505,0.6607417,0.7908182,0.35287818
506,0.22869639,0.24901049,0.7380315
507,0.8360615,0.42429265,0.27903143
508,0.79990214,0.97575676,0.526348
509,0.6583326,0.46260902,0.104197785
510,0.8249667,0.67172354,0.67255044
511,0.81722707,0.77741915,0.1773199
512,0.79262435,0.41284183,0.904256
513,0.18436486,0.6043271,0.40717685
514,0.8287698,0.8473984,0.8621611
515,0.22045133,0.9969629,0.5796356
516,0.79722995,0.9912798,0.3276333
517,0.63422793,0.0579085,0.75643575
518,0.85463494,0.9857837,0.6267435
519,0.23128521,0.46610022,0.90193504
520,0.93255144,0.77336615,0.4341807
521,0.06991886,0.1895106,0.87629324
522,0.84446603,0.78422576,0.54675543
523,0.8167566,0.80542433,0.9653823
524,0.3683258,0.7263755,0.9163958
525,0.76248825,0.59705156,0.14836544
526,0.47517067,0.13559097,0.220525
527,0.71483636,0.535756,0.72588634
528,0.48375756,0.74909204,0.22634332
529,0.0034406565,0.21892233,0.4593087
530,0.5529996,0.5956717,0.8274491
531,0.8661649,0.089509785,0.6967955
532,0.8340796,0.7405594,0.122380555
533,0.90310967,0.2293856,0.7154336
534,0.8170844,0.8645716,0.86800027
535,0.10277679,0.74175996,0.19692056
536,0.50140667,0.18089473,0.018062998
537,0.33471185,0.22962652,0.2754349
538,0.84200597,0.48984015,0.7872834
539,0.049161986,0.1213004,0.15407477
540,0.89732915,0.3062575,0.695131
541,0.672094,0.097274885,0.028171033
542,0.4477244,0.4882368,0.7100803
543,0.88790953,0.08108208,0.07189907
544,0.56017977,0.056058954,0.38451248
545,0.23023899,0.16148053,0.4843061
546,0.32859018,0.42276272,0.18852317
547,0.57466817,0.72285503,0.05392951
548,0.73989487,0.57542336,0.14617306
549,0.6075381,0.05831941,0.9951806
550,0.4693091,0.70341,0.36692545
551,0.13263163,0.6268693,0.6185414
552,0.8574013,0.5627917,0.13127764
553,0.2876695,0.7400818,0.6823493
554,0.4427633,0.19137003,0.16017692
555,0.8052599,0.5549544,0.046487853
556,0.35942456,0.94115096,0.94718623
557,0.3081116,0.043694086,0.32059437
558,0.6616087,0.3718023,0.16192499
559,0.7715285,0.49634796,0.6935288
560,0.081261456,0.13727336,0.20273238
561,0.046579894,0.1386754,0.20485789
562,0.8668395,0.09586084,0.54825103
563,0.545577,0.004949731,0.2103943
564,0.09037619,0.42308995,0.8947881
565,0.8867858,0.90840304,0.54487836
566,0.12110933,0.1862941,0.86334324
567,0.4846436,0.99827105,0.5786636
568,0.872954,0.39663038,0.35699692
569,0.051008288,0.68923646,0.95753074
570,0.21768963,0.459571,0.5993213
571,0.13585919,0.60873634,0.5415591
572,0.21169038,0.40488496,0.77223736
573,0.148269,0.091115005,0.45207426
574,0.70780337,0.05170384,0.7174163
575,0.8571802,0.26047382,0.87680286
576,0.87338763,0.6737154,0.40887824
577,0.0024945664,0.86348146,0.47524408
578,0.8450594,0.9011481,0.5531116
579,0.96777296,0.41254196,0.25785097
580,0.018287474,0.78975296,0.7805452
581,0.60787696,0.26090693,0.2963435
582,0.71315694,0.94995415,0.7890033
583,0.9079254,0.7909046,0.20267121
584,0.16157643,0.60812783,0.68753964
585,0.21478973,0.75558066,0.95457065
586,0.19188146,0.9518777,0.107006006
587,0.27496243,0.54902726,0.61627305
588,0.05746734,0.9171668,0.29654285
589,0.70826477,0.17490198,0.72552145
590,0.22594978,0.54974526,0.45779905
591,0.35389963,0.57577425,0.7122517
592,0.9824393,0.28284916,0.81870514
593,0.89077485,0.8414935,0.47557497
594,0.24465358,0.9780332,0.6182914
595,0.0115886,0.14671786,0.9118868
596,0.696522,0.21440111,0.7245442
597,0.60969603,0.005737227,0.79238856
598,0.21832186,0.5919551,0.9516349
599,0.47868994,0.7833843,0.34613353
600,0.5072643,0.7971325,0.2771384
601,0.694382,0.9067596,0.68443865
602,0.06543704,0.8194716,0.7066088
603,0.7772648,0.9947419,0.526758
604,0.020526085,0.7153618,0.14489198
605,0.015311397,0.4311251,0.6130424
606,0.46749,0.532,0.28200674
607,0.7625917,0.4631413,0.08676945
608,0.012697716,0.98735803,0.09208744
609,0.04123246,0.5361228,0.6335602
610,0.9234984,0.4162571,0.22826551
611,0.18984964,0.58745706,0.34983104
612,0.16605999,0.32845756,0.19961515
613,0.23457885,0.49220827,0.35364047
614,0.814768,0.58276415,0.4166013
615,0.8075306,0.6990057,0.6948843
616,0.22616507,0.13602686,0.49819416
617,0.04552614,0.25494593,0.9860831
618,0.9387667,0.5111324,0.99923736
619,0.27457386,0.0172996,0.4342039
620,0.4073207,0.73586357,0.84342116
621,0.39702597,0.33887264,0.09174947
622,0.95756173,0.6407627,0.14031284
623,0.13427316,0.1481692,0.93144405
624,0.041436456,0.00064435846,0.6684948
625,0.9301201,0.07270222,0.52953154
626,0.26538315,0.22310154,0.07192215
627,0.6195023,0.9363946,0.74662775
628,0.482701,0.8388633,0.64611936
629,0.9708569,0.5800819,0.5850221
630,0.21355988,0.49509537,0.5389429
631,0.67193836,0.3565403,0.50217146
632,0.78575194,0.18976182,0.6886367
633,0.2081605,0.99455386,0.5841886
634,0.015560522,0.13048771,0.74359554
635,0.8849057,0.83748436,0.35928205
636,0.43641093,0.27380168,0.6815846
637,0.4396842,0.06532903,0.62848824
638,0.06532283,0.40265593,0.9570745
639,0.5324525,0.70291615,0.68598276
640,0.6733275,0.15218742,0.818517
641,0.35590097,0.05866277,0.79297894
642,0.17492104,0.434565,0.8285616
643,0.44242126,0.63080215,0.059114162
644,0.19627035,0.5005779,0.5474093
645,0.5249653,0.11042139,0.41631365
646,0.66870606,0.09513253,0.9695368
647,0.9335479,0.46731648,0.95228803
648,0.63978374,0.9022384,0.6066822
649,0.7584691,0.7432227,0.13774326
650,0.7126935,0.78761744,0.1977821
651,0.5452703,0.890255,0.16418469
652,0.63966393,0.66434276,0.725746
653,0.0728557,0.27316993,0.07958857
654,0.019773062,0.65919906,0.35499164
655,0.8150118,0.8178993,0.7460766
656,0.8305142,0.95434505,0.6537591
657,0.109133065,0.6340636,0.30595222
658,0.51053196,0.52404594,0.98618585
659,0.92718935,0.7920458,0.3633009
660,0.8158318,0.7252577,0.4565016
661,0.008957973,0.3422909,0.3398479
662,0.41061184,0.2611191,0.000827981
663,0.85298157,0.55296826,0.84240264
664,0.5059654,0.14514835,0.47285387
665,0.5381721,0.14478403,0.39535344
666,0.30648187,0.51693994,0.23699702
667,0.75269777,0.11042165,0.8871166
668,0.511522,0.4140175,0.4955925
669,0.18893616,0.28681388,0.81844914
670,0.054604005,0.56935465,0.97226393
671,0.26702347,0.91084474,0.66631293
672,0.10012313,0.88029027,0.9793815
673,0.7834018,0.55548227,0.05095347
674,0.7381911,0.114355445,0.85984135
675,0.25089985,0.8091629,0.94509345
676,0.21946904,0.73894215,0.56055784
677,0.6057776,0.44497696,0.18262438
678,0.12486485,0.04101577,0.030047825
679,0.6071095,0.78472865,0.8665039
680,0.024187883,0.7195055,0.56199676
681,0.29010007,0.8229503,0.89916724
682,0.85298526,0.6656632,0.9263345
683,0.62032586,0.6449951,0.46949694
684,0.08627795,0.25672042,0.047621097
685,0.05899415,0.478638,0.23900448
686,0.03651447,0.5953766,0.79725254
687,0.33323306,0.69445765,0.03778001
688,0.22704442,0.3635774,0.78569275
689,0.22796485,0.8005517,0.17332444
690,0.47985747,0.85070425,0.44252762
691,0.63942754,0.906455,0.37051165
692,0.18986723,0.853389,0.19013873
693,0.5098704,0.14837734,0.8676668
694,0.6617026,0.5052027,0.049237713
695,0.52419513,0.07020689,0.2693453
696,0.46719447,0.4251155,0.2790944
697,0.39993772,0.59703887,0.44125864
698,0.06979035,0.92971116,0.47976947
699,0.09198034,0.4007596,0.11243642
700,0.08273839,0.573132,0.17953351
701,0.41937724,0.54715985,0.7638265
702,0.04950359,0.82781404,0.5567514
